"date","value","volume"
"2018-07-27","1000","4700"
"2018-08-01","1000","30"
"2018-08-03","970","84"
"2018-08-08","1000","5"
"2018-08-15","1000","1250"
"2018-08-16","1000","495"
"2018-08-21","970","108"
"2018-08-22","996.27","271"
"2018-08-23","1000","151"
"2018-08-24","976.98","399"
"2018-08-29","1000","100"
"2018-08-31","1000","494"
"2018-09-03","970","3290"
"2018-09-04","1000","920"
"2018-09-05","974.46","1239"
"2018-09-06","970","2000"
"2018-09-07","965.11","300"
"2018-09-10","970","306"
"2018-09-14","970.16","445"
"2018-09-17","965.41","1000"
"2018-09-18","960","1871"
"2018-09-19","995","200"
"2018-09-20","900","349"
"2018-09-24","950","2000"
"2018-09-27","904.16","2402"
"2018-10-02","950","100"
"2018-10-05","1000","766"
"2018-10-08","999","85"
"2018-10-09","999","100"
"2018-10-12","995","190"
"2018-10-17","940","8806"
"2018-10-19","950","300"
"2018-10-22","959.86","5198"
"2018-10-23","970","5015"
"2018-10-24","996.74","460"
"2018-10-25","972.88","1812"
"2018-10-29","970","200"
"2018-10-30","970","20"
"2018-10-31","1000","669"
"2018-11-01","970","1170"
"2018-11-02","970.3","402"
"2018-11-05","1000","1"
"2018-11-06","970.15","201"
"2018-11-15","959.84","3975"
"2018-11-23","950","116"
"2018-11-28","960","100"
"2018-11-29","938.77","103"
"2018-12-03","930","1039"
"2018-12-03","930","1039"
"2018-12-04","930","851"
"2018-12-11","1000","1149"
"2018-12-12","1000","454"
"2018-12-14","938.83","40"
"2018-12-17","920","1915"
"2018-12-24","905.59","5973"
"2018-12-25","920","2788"
"2018-12-28","904.05","889"
"2019-01-04","911.95","4937"
"2019-01-07","909.48","1135"
"2019-01-08","920","1995"
"2019-01-14","910.01","4650"
"2019-01-16","919","350"
"2019-01-18","910.11","5765"
"2019-01-21","910.01","2000"
"2019-01-22","910","340"
"2019-01-24","910","703"
"2019-02-01","901.61","3075"
"2019-02-02","900.01","8000"
"2019-02-11","900.01","100"
"2019-02-12","900","824"
"2019-02-14","900","585"
"2019-02-18","930","250"
"2019-02-19","950","56"
"2019-02-20","951.3","154"
"2019-02-21","960","300"
"2019-02-22","940.07","1023"
"2019-02-25","930.43","784"
"2019-02-27","828.51","19662"
"2019-03-01","860.18","434"
"2019-03-04","860","228"
"2019-03-05","838.71","1750"
"2019-03-11","860","301"
"2019-03-12","860","349"
"2019-03-13","860","32"
"2019-03-14","860","533"
"2019-03-15","860","5"
"2019-03-18","825.08","90"
"2019-03-19","849","1"
"2019-03-20","849","49"
"2019-03-22","850","126"
"2019-03-25","860","1"
"2019-03-27","825","127"
"2019-03-29","820","818"
"2019-04-08","820.61","82"
"2019-04-09","854","50"
"2019-04-10","800","305"
"2019-04-12","810","1260"
"2019-04-15","825","2400"
"2019-04-19","830","900"
"2019-04-22","800","482"
"2019-05-01","802","15"
"2019-05-06","801.76","695"
"2019-05-21","815","25"
"2019-05-22","800.34","195"
"2019-05-30","800","6"
"2019-05-31","768.27","365"
"2019-06-11","750","500"
"2019-06-12","795.2","1290"
"2019-06-14","814","50"
"2019-06-17","889","100"
"2019-06-18","887.01","125"
"2019-06-24","850","47"
"2019-06-25","820","22"
"2019-06-26","820","20"
"2019-07-01","775","254037"
"2019-07-02","800","26458"
"2019-07-03","820","800"
"2019-07-04","820","800"
"2019-07-05","821","2500"
"2019-07-08","821","1200"
"2019-07-09","821.33","6000"
"2019-07-16","821.5","7200"
"2019-07-17","821","2000"
"2019-07-22","890","3"
"2019-07-23","900","944"
"2019-07-24","832.34","3069"
"2019-07-25","833","100"
"2019-07-30","833","2932"
